"78630e03a2cb3b70edec00869db163c07079d9bf,core/src/test/java/org/elasticsearch/common/settings/SettingsTests.java,SettingsTests.java,3,12139.440841729276,13,2,0,0,0,0,32,32,0,14,109,50,647,496,15,12154.326728720975,7,2,0,0,0,0,13,13,0,2,45,14,320,78,Rename Method,Rename Method	public testReplacePropertiesPlaceholderIgnores() : void renamed to public testReplacePropertiesPlaceholderIgnoresPrompt() : void in class org.elasticsearch.common.settings.SettingsTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/BooleansTests.java,BooleansTests.java,29,3122.5813393345734,2,2,0,2,0,2,8,8,0,0,26,14,110,22,33,3182.3115790571624,3,2,0,0,0,0,4,4,0,0,21,7,78,6,Rename Method,Rename Method	public parseBoolean() : void renamed to public testParseBoolean() : void in class org.elasticsearch.common.BooleansTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/lucene/search/MultiPhrasePrefixQueryTests.java,MultiPhrasePrefixQueryTests.java,39,1750.2980520293424,10,2,0,0,0,0,1,1,0,0,7,1,58,0,37,1750.2980520293424,13,2,0,0,0,0,2,2,0,0,11,2,72,1,Rename Method,Rename Method	public simpleTests() : void renamed to public testSimple() : void in class org.elasticsearch.common.lucene.search.MultiPhrasePrefixQueryTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/path/PathTrieTests.java,PathTrieTests.java,20,5878.986206460866,3,2,0,1,1,1,11,11,0,0,16,11,238,0,25,6115.170381469493,2,2,0,0,0,0,8,8,0,0,14,8,149,28,Rename Method,Rename Method	public testSplitPath() : void renamed to public testEscapedSlashWithinUrl() : void in class org.elasticsearch.common.path.PathTrieTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/util/ArrayUtilsTests.java,ArrayUtilsTests.java,31,2618.5557518897876,2,2,0,0,0,0,4,2,0,9,18,21,90,6,30,2712.543885409864,3,2,0,0,0,0,4,2,0,9,18,21,98,6,Rename Method,Rename Method	public binarySearch() : void renamed to public testBinarySearch() : void in class org.elasticsearch.common.util.ArrayUtilsTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/util/CollectionUtilsTests.java,CollectionUtilsTests.java,23,4741.345846797165,6,2,0,0,0,0,9,9,0,25,32,25,162,36,23,4676.48857936731,7,2,0,0,0,0,9,9,0,25,32,25,160,36,Rename Method,Rename Method	public rotateEmpty() : void renamed to public testRotateEmpty() : void in class org.elasticsearch.common.util.CollectionUtilsTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/xcontent/builder/XContentBuilderTests.java,XContentBuilderTests.java,11,11192.156991721424,9,2,0,0,0,0,22,21,0,7,64,38,339,231,13,11024.51608619621,10,2,0,0,0,0,17,16,0,4,58,30,304,136,Rename Method,Rename Method	public verifyReuseJsonGenerator() : void renamed to public testReuseJsonGenerator() : void in class org.elasticsearch.common.xcontent.builder.XContentBuilderTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/common/xcontent/support/XContentMapValuesTests.java,XContentMapValuesTests.java,8,22295.870423569326,7,3,0,0,0,0,18,16,1,10,56,30,412,153,7,22517.69772869885,4,2,0,0,0,0,17,17,0,10,52,31,480,136,Rename Method,Rename Method	public prefixedNamesFilteringTest() : void renamed to public testPrefixedNamesFilteringTest() : void in class org.elasticsearch.common.xcontent.support.XContentMapValuesTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/discovery/zen/ElectMasterServiceTests.java,ElectMasterServiceTests.java,26,2067.678225226443,8,2,0,0,0,0,9,6,0,7,43,32,137,36,31,2040.217549065706,6,2,0,0,0,0,4,2,0,1,22,23,91,6,Rename Method,Rename Method	public sortByMasterLikelihood() : void renamed to public testSortByMasterLikelihood() : void in class org.elasticsearch.discovery.zen.ElectMasterServiceTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/gateway/MetaStateServiceTests.java,MetaStateServiceTests.java,33,2306.742614322445,6,2,0,1,0,1,5,5,0,0,20,5,89,4,31,2402.803151093273,7,2,0,1,0,1,6,5,0,0,23,8,103,9,Rename Method,Rename Method	public tesLoadGlobal() : void renamed to public testLoadGlobal() : void in class org.elasticsearch.gateway.MetaStateServiceTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/index/query/GeoBoundingBoxQueryBuilderTests.java,GeoBoundingBoxQueryBuilderTests.java,8,11630.977264444096,20,6,0,3,0,1,35,31,0,0,65,54,375,589,8,11327.375361160108,21,7,0,3,0,1,33,29,0,12,53,56,369,522,Rename Method,Rename Method	public checkStrictnessDefault() : void renamed to public testStrictnessDefault() : void in class org.elasticsearch.index.query.GeoBoundingBoxQueryBuilderTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/index/query/functionscore/FunctionScoreQueryBuilderTests.java,FunctionScoreQueryBuilderTests.java,0,16434.447122643847,52,4,0,2,1,2,39,25,5,11,107,95,771,735,0,16178.786415817971,32,2,0,0,0,0,16,13,1,4,75,80,556,120,Rename Method,Rename Method	public testCustomWeightFactorQueryBuilder_withFunctionScore() : void renamed to public testCustomWeightFactorQueryBuilderWithFunctionScore() : void in class org.elasticsearch.index.query.functionscore.FunctionScoreQueryBuilderTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/index/search/geo/GeoUtilsTests.java,GeoUtilsTests.java,0,36872.91249612029,11,2,0,2,0,2,37,36,1,105,58,78,544,636,0,36032.731788464094,12,2,0,2,0,2,37,36,1,105,55,78,566,636,Rename Method,Rename Method	public testQuadTreeLevelsForPrecision_String() : void renamed to public testQuadTreeLevelsForPrecisionString() : void in class org.elasticsearch.index.search.geo.GeoUtilsTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/index/snapshots/blobstore/SlicedInputStreamTests.java,SlicedInputStreamTests.java,28,2869.8138059491916,4,4,0,1,1,0,5,2,0,0,21,19,118,13,28,2831.859647575963,5,4,0,1,1,0,5,3,0,0,21,19,116,13,Rename Method,Rename Method	public readRandom() : void renamed to public testReadRandom() : void in class org.elasticsearch.index.snapshots.blobstore.SlicedInputStreamTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,44116.006022618756,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51827.720731398294,33,2,0,8,0,1,39,31,2,52,214,196,1148,53,Rename Method,Rename Method	public deleteOnSnapshotRelease() : void renamed to public testDeleteOnSnapshotRelease() : void in class org.elasticsearch.index.translog.TranslogTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/indices/store/IndicesStoreTests.java,IndicesStoreTests.java,28,6828.008499126971,9,2,0,2,0,1,4,4,0,3,20,17,93,0,21,6899.505970322019,16,2,0,3,0,1,7,7,0,1,30,29,169,0,Rename Method,Rename Method	public testShardCanBeDeleted_noShardRouting() : void renamed to public testShardCanBeDeletedNoShardRouting() : void in class org.elasticsearch.indices.store.IndicesStoreTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/search/aggregations/bucket/significant/SignificanceHeuristicTests.java,SignificanceHeuristicTests.java,7,13540.929774077502,49,5,0,0,0,0,27,11,2,16,78,47,451,351,10,13812.392711673769,35,3,0,0,0,0,17,9,0,0,50,36,366,136,Rename Method,Rename Method	public streamResponse() : void renamed to public testStreamResponse() : void in class org.elasticsearch.search.aggregations.bucket.significant.SignificanceHeuristicTests"
"48e0a6745e1bdc261ee870f92619f45ad4afb44e,core/src/test/java/org/elasticsearch/search/aggregations/metrics/cardinality/HyperLogLogPlusPlusTests.java,HyperLogLogPlusPlusTests.java,27,3840.4693572714405,5,2,0,0,0,0,6,5,0,1,24,20,119,15,26,3936.8718242349732,6,2,0,0,0,0,6,5,0,1,24,20,125,15,Rename Method,Rename Method	public encodeDecode() : void renamed to public testEncodeDecode() : void in class org.elasticsearch.search.aggregations.metrics.cardinality.HyperLogLogPlusPlusTests"
"6fbfdb0e12ea8f834da54011ed68f5c25c96a151,core/src/test/java/org/elasticsearch/plugins/PluginsServiceTests.java,PluginsServiceTests.java,23,2333.5335302680223,14,11,0,0,0,0,12,11,1,12,38,22,199,171,29,2333.5335302680223,12,6,0,0,0,0,14,12,1,4,18,16,114,91,Rename Method,Rename Method	public testOnModuleExceptionsArePropergated() : void renamed to public testOnModuleExceptionsArePropagated() : void in class org.elasticsearch.plugins.PluginsServiceTests"
"487af301ea4fc11d635fa9fa993be8b9aa261466,core/src/test/java/org/elasticsearch/index/cache/bitset/BitSetFilterCacheTests.java,BitSetFilterCacheTests.java,22,4578.257640085962,24,2,0,1,0,1,5,4,1,5,36,20,197,43,23,4870.699427057172,25,2,0,2,0,1,4,3,1,6,35,19,178,39,Rename Method,Rename Method	public testSetListenerTwice() : void renamed to public testSetNullListener() : void in class org.elasticsearch.index.cache.bitset.BitSetFilterCacheTests"
"b328e26160b47abe904dfd08e920d31f668b7e57,core/src/test/java/org/elasticsearch/index/cache/bitset/BitSetFilterCacheTests.java,BitSetFilterCacheTests.java,22,4633.416672760618,24,2,0,1,0,1,5,4,1,5,36,20,197,43,23,4870.699427057172,25,2,0,2,0,1,4,3,1,6,35,19,178,39,Rename Method,Rename Method	public testSetListenerTwice() : void renamed to public testSetNullListener() : void in class org.elasticsearch.index.cache.bitset.BitSetFilterCacheTests"
"86ae08fa886bc8b94fb1a4cb63a0d665d4b28451,core/src/test/java/org/elasticsearch/index/query/GeoDistanceQueryBuilderTests.java,GeoDistanceQueryBuilderTests.java,13,8856.824214208309,16,2,0,0,0,0,21,18,0,0,47,34,333,210,12,7678.394987473127,10,3,0,0,0,0,17,14,0,18,41,46,329,136,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoDistanceQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoDistanceQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoDistanceQueryBuilderTests"
"86ae08fa886bc8b94fb1a4cb63a0d665d4b28451,core/src/test/java/org/elasticsearch/index/query/GeoPolygonQueryBuilderTests.java,GeoPolygonQueryBuilderTests.java,17,9131.066596980587,16,2,0,0,0,0,17,13,1,2,35,24,233,136,16,6673.62229206836,13,3,0,0,0,0,15,12,0,6,47,32,261,105,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoPolygonQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoPolygonQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoPolygonQueryBuilderTests"
"0c1fa74c3a4e820911ec4081fd50805192db6981,core/src/test/java/org/elasticsearch/index/cache/bitset/BitSetFilterCacheTests.java,BitSetFilterCacheTests.java,22,4633.416672760618,24,2,0,1,0,1,5,4,1,5,36,20,197,43,23,4870.699427057172,25,2,0,2,0,1,4,3,1,6,35,19,178,39,Rename Method,Rename Method	public testSetListenerTwice() : void renamed to public testSetNullListener() : void in class org.elasticsearch.index.cache.bitset.BitSetFilterCacheTests"
"0c1fa74c3a4e820911ec4081fd50805192db6981,core/src/test/java/org/elasticsearch/index/query/GeoDistanceQueryBuilderTests.java,GeoDistanceQueryBuilderTests.java,13,8856.824214208309,16,2,0,0,0,0,21,18,0,0,47,34,333,210,12,7678.394987473127,10,3,0,0,0,0,17,14,0,18,41,46,329,136,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoDistanceQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoDistanceQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoDistanceQueryBuilderTests"
"0c1fa74c3a4e820911ec4081fd50805192db6981,core/src/test/java/org/elasticsearch/index/query/GeoPolygonQueryBuilderTests.java,GeoPolygonQueryBuilderTests.java,17,9131.066596980587,16,2,0,0,0,0,17,13,1,2,35,24,233,136,16,6673.62229206836,13,3,0,0,0,0,15,12,0,6,47,32,261,105,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoPolygonQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoPolygonQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoPolygonQueryBuilderTests"
"f657a7dbf312c49864f07f349a18d81fcd098487,core/src/test/java/org/elasticsearch/index/cache/bitset/BitSetFilterCacheTests.java,BitSetFilterCacheTests.java,22,4633.416672760618,24,2,0,1,0,1,5,4,1,5,36,20,197,43,23,4870.699427057172,25,2,0,2,0,1,4,3,1,6,35,19,178,39,Rename Method,Rename Method	public testSetListenerTwice() : void renamed to public testSetNullListener() : void in class org.elasticsearch.index.cache.bitset.BitSetFilterCacheTests"
"f657a7dbf312c49864f07f349a18d81fcd098487,core/src/test/java/org/elasticsearch/index/query/GeoDistanceQueryBuilderTests.java,GeoDistanceQueryBuilderTests.java,13,8856.824214208309,16,2,0,0,0,0,21,18,0,0,47,34,333,210,12,7678.394987473127,10,3,0,0,0,0,17,14,0,18,41,46,329,136,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoDistanceQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoDistanceQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoDistanceQueryBuilderTests"
"f657a7dbf312c49864f07f349a18d81fcd098487,core/src/test/java/org/elasticsearch/index/query/GeoPolygonQueryBuilderTests.java,GeoPolygonQueryBuilderTests.java,17,9131.066596980587,16,2,0,0,0,0,17,13,1,2,35,24,233,136,16,6673.62229206836,13,3,0,0,0,0,15,12,0,6,47,32,261,105,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoPolygonQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoPolygonQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoPolygonQueryBuilderTests"
"245a40237034b57322624c49f5a7914904d41907,core/src/test/java/org/elasticsearch/index/cache/bitset/BitSetFilterCacheTests.java,BitSetFilterCacheTests.java,22,4633.416672760618,24,2,0,1,0,1,5,4,1,5,36,20,197,43,23,4870.699427057172,25,2,0,2,0,1,4,3,1,6,35,19,178,39,Rename Method,Rename Method	public testSetListenerTwice() : void renamed to public testSetNullListener() : void in class org.elasticsearch.index.cache.bitset.BitSetFilterCacheTests"
"245a40237034b57322624c49f5a7914904d41907,core/src/test/java/org/elasticsearch/index/query/GeoDistanceQueryBuilderTests.java,GeoDistanceQueryBuilderTests.java,13,8856.824214208309,16,2,0,0,0,0,21,18,0,0,47,34,333,210,12,7678.394987473127,10,3,0,0,0,0,17,14,0,18,41,46,329,136,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoDistanceQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoDistanceQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoDistanceQueryBuilderTests"
"245a40237034b57322624c49f5a7914904d41907,core/src/test/java/org/elasticsearch/index/query/GeoPolygonQueryBuilderTests.java,GeoPolygonQueryBuilderTests.java,17,9131.066596980587,16,2,0,0,0,0,17,13,1,2,35,24,233,136,16,6673.62229206836,13,3,0,0,0,0,15,12,0,6,47,32,261,105,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoPolygonQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoPolygonQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoPolygonQueryBuilderTests"
"2067f1797e53bef0e1a8c9268956bc5fb8f8ad97,core/src/test/java/org/elasticsearch/index/query/GeoDistanceQueryBuilderTests.java,GeoDistanceQueryBuilderTests.java,13,8856.824214208309,16,2,0,0,0,0,21,18,0,0,47,34,333,210,12,7678.394987473127,10,3,0,0,0,0,17,14,0,18,41,46,329,136,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoDistanceQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoDistanceQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoDistanceQueryBuilderTests"
"2067f1797e53bef0e1a8c9268956bc5fb8f8ad97,core/src/test/java/org/elasticsearch/index/query/GeoPolygonQueryBuilderTests.java,GeoPolygonQueryBuilderTests.java,17,9131.066596980587,16,2,0,0,0,0,17,13,1,2,35,24,233,136,16,6673.62229206836,13,3,0,0,0,0,15,12,0,6,47,32,261,105,Extract Method,Extract Method	private assertLegacyQuery(queryBuilder GeoPolygonQueryBuilder, query Query) : void extracted from protected doAssertLuceneQuery(queryBuilder GeoPolygonQueryBuilder, query Query, context QueryShardContext) : void in class org.elasticsearch.index.query.GeoPolygonQueryBuilderTests"
"5fb0f9a88ff40b3bc0f9fe81f181dd90ea76c6ea,core/src/test/java/org/elasticsearch/index/engine/InternalEngineTests.java,InternalEngineTests.java,0,91497.3894712522,129,4,0,26,3,5,137,96,13,335,481,572,3945,4003,0,91116.66471357965,87,4,0,19,4,4,65,49,0,62,232,194,1753,213,Rename Method,Rename Method	public testSycnedFlushSurvivesEngineRestart() : void renamed to public testSyncedFlushSurvivesEngineRestart() : void in class org.elasticsearch.index.engine.InternalEngineTests"
"5a80ecd94812024d4e13b8a5c77e27f6ff308a81,core/src/test/java/org/elasticsearch/search/aggregations/bucket/significant/SignificanceHeuristicTests.java,SignificanceHeuristicTests.java,6,17541.795571064562,49,5,0,0,0,0,27,11,2,16,78,47,451,351,10,13812.392711673769,35,3,0,0,0,0,17,9,0,0,50,36,366,136,Rename Method,Rename Method	public streamResponse() : void renamed to public testStreamResponse() : void in class org.elasticsearch.search.aggregations.bucket.significant.SignificanceHeuristicTests"
"0beb77877d87255f4e0f0aafc20dcb3540acde0b,core/src/test/java/org/elasticsearch/search/aggregations/bucket/significant/SignificanceHeuristicTests.java,SignificanceHeuristicTests.java,6,17541.795571064562,49,5,0,0,0,0,27,11,2,16,78,47,451,351,10,13812.392711673769,35,3,0,0,0,0,17,9,0,0,50,36,366,136,Rename Method,Rename Method	public streamResponse() : void renamed to public testStreamResponse() : void in class org.elasticsearch.search.aggregations.bucket.significant.SignificanceHeuristicTests"
"27fc5aa394c4d403ef0f63864607b458d29e20e1,core/src/test/java/org/elasticsearch/search/aggregations/bucket/significant/SignificanceHeuristicTests.java,SignificanceHeuristicTests.java,6,17541.795571064562,49,5,0,0,0,0,27,11,2,16,78,47,451,351,10,13812.392711673769,35,3,0,0,0,0,17,9,0,0,50,36,366,136,Rename Method,Rename Method	public streamResponse() : void renamed to public testStreamResponse() : void in class org.elasticsearch.search.aggregations.bucket.significant.SignificanceHeuristicTests"
"a2c993120224e73ee13fc5e4dcb34faa33c12298,core/src/test/java/org/elasticsearch/search/aggregations/bucket/significant/SignificanceHeuristicTests.java,SignificanceHeuristicTests.java,6,17541.795571064562,49,5,0,0,0,0,27,11,2,16,78,47,451,351,10,13812.392711673769,35,3,0,0,0,0,17,9,0,0,50,36,366,136,Rename Method,Rename Method	public streamResponse() : void renamed to public testStreamResponse() : void in class org.elasticsearch.search.aggregations.bucket.significant.SignificanceHeuristicTests"
"025e9818e7c3f428aa46187572c40ce7f93fd197,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31144.97046937515,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,24104.599797704093,75,11,0,10,2,1,41,18,2,11,113,93,660,696,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"e454fadc22f253682190ac7756e4bcc253a43705,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31144.97046937515,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,24104.599797704093,75,11,0,10,2,1,41,18,2,11,113,93,660,696,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"68f1a87c481bc9d7ad77e725a65fb38c8bb5e01b,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,32810.06010731924,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,25195.472838598682,75,11,0,10,2,1,42,19,2,12,117,94,675,707,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"f1622aa60af3440591e0afddd892be30c07d96df,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31038.209768739045,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,23909.21836943141,78,11,0,10,2,1,41,18,2,11,112,93,658,795,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"503a166b7148a79ac6221894eca4835ef68d3480,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31144.97046937515,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,24104.599797704093,75,11,0,10,2,1,41,18,2,11,113,93,660,696,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"a453c74af9d813ca165edb0a08bcdd1723b501be,core/src/test/java/org/elasticsearch/common/xcontent/builder/XContentBuilderTests.java,XContentBuilderTests.java,11,11632.435789029763,9,2,0,0,0,0,22,21,0,7,64,38,339,231,13,11472.0,11,2,0,0,0,0,18,17,0,4,61,31,316,153,Rename Method,Rename Method	public verifyReuseJsonGenerator() : void renamed to public testReuseJsonGenerator() : void in class org.elasticsearch.common.xcontent.builder.XContentBuilderTests"
"2d03a6b8085cefeaeb8bf11aba2ac18c6992296d,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,55169.66047857899,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"4d602d8ad1f8cbc7b475450921fa3bc7d395b34f,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31144.97046937515,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,24104.599797704093,75,11,0,10,2,1,41,18,2,11,113,93,660,696,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"bc8745dcc27caca6d66e646e759017514a021b55,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,56185.96882633547,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"b3e5518c4b8920e3223a9a6f714ce395b2c20ca2,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,65199.05487124891,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,60054.85161450502,35,3,0,14,0,1,45,37,2,64,220,227,1320,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"d51ecc9f0702552eeabe97a5faea65b9a46296c6,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,65128.29389345781,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,59985.9922518836,34,3,0,14,0,1,45,37,2,64,220,227,1319,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"aeee579a752ce50eb7ef8dd925dabd619e328dee,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,65443.37967735702,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,60292.80782728175,36,3,0,14,0,1,45,37,2,64,223,227,1323,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"df03ed94a0e0e8efee9db64a34e06c084f598138,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,56195.25422855433,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51114.32354804987,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"6ea266a89c563c5ef6b987df809495cc4cbc7594,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,31144.97046937515,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,24104.599797704093,75,11,0,10,2,1,41,18,2,11,113,93,660,696,Rename Method,Rename Method	public testRoutingToPrimary() : void renamed to public testRoutePhaseExecutesRequest() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"6ea266a89c563c5ef6b987df809495cc4cbc7594,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,56185.96882633547,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"117dd9992e8014b70203c6110925643769d80e62,core/src/test/java/org/elasticsearch/index/translog/TranslogTests.java,TranslogTests.java,0,56185.96882633547,62,7,0,20,0,0,91,68,2,114,331,424,2325,1711,0,51105.09713585708,31,3,0,13,0,0,42,34,1,50,189,202,1145,0,Extract Method,Extract Method	protected getTranslogConfig(path Path) : TranslogConfig extracted from protected create(path Path) : Translog in class org.elasticsearch.index.translog.TranslogTests"
"3a442db9bd4843bb2b12bad9279ecb35f05315cc,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19260.924947766263,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"8f14b10863d6a755f37aafacd96c5a16d543ac7e,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,19260.924947766263,35,3,0,6,0,0,31,22,0,5,72,43,446,48,13,14272.197030640154,24,3,0,6,0,0,21,19,0,8,48,23,322,0,Rename Method,Rename Method	public testAllocateToTheHighestVersion() : void renamed to public testNoActiveAllocationIds() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
